age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
65,female,arab,Hammamet,luxury,medium,north,middle_eastern,family,plane,hostel,120,1,high,Gabes
23,male,african,Gabes,party,high,desert,tunisian,solo,plane,hotel,382,0,high,Tozeur
34,female,other,Gabes,party,medium,inland,african,friends,plane,hostel,169,1,high,Tozeur
50,female,european,Hammamet,party,low,inland,american,family,car,airbnb,62,1,high,Tozeur
67,female,arab,Sousse,party,low,north,mediterranean,solo,plane,airbnb,50,0,high,Bizerte
40,female,european,Tunis,luxury,high,inland,american,solo,public,hostel,318,0,high,Bizerte
25,male,other,Sousse,nature,high,desert,european,couple,car,resort,311,0,medium,Tozeur
26,female,european,Douz,relaxation,high,desert,european,friends,public,hotel,265,1,low,Tozeur
23,male,african,Hammamet,nature,high,inland,asian,solo,plane,hotel,296,0,medium,Tabarka
63,female,european,Gabes,cultural,medium,inland,middle_eastern,couple,plane,resort,155,0,medium,Sfax
69,male,other,Douz,relaxation,low,south,middle_eastern,family,car,resort,60,1,low,Gabes
59,female,european,Hammamet,relaxation,low,inland,african,solo,car,hotel,54,0,low,Gabes
40,male,tunisian,Djerba,adventure,low,south,indian,couple,car,hotel,65,0,high,Sfax
44,male,european,Tabarka,relaxation,low,desert,american,solo,car,hostel,50,0,low,Douz
54,female,european,Djerba,luxury,high,desert,american,friends,car,hostel,334,1,high,Tozeur
52,female,arab,Sousse,nature,low,desert,mediterranean,friends,plane,airbnb,66,1,medium,Tozeur
48,female,african,Mahdia,luxury,high,north,middle_eastern,family,plane,airbnb,347,1,high,Douz
37,male,tunisian,Kairouan,adventure,medium,north,mediterranean,friends,plane,hotel,107,1,high,Tabarka
22,male,arab,Kairouan,cultural,high,south,middle_eastern,solo,plane,hostel,363,0,medium,Kairouan
68,female,other,Douz,party,low,coastal,indian,friends,plane,hostel,79,1,high,Sousse
42,female,tunisian,Kairouan,party,low,south,indian,couple,car,airbnb,73,0,high,Sfax
49,female,tunisian,Tozeur,nature,low,north,indian,couple,car,airbnb,67,0,medium,Tabarka
19,male,european,Gabes,nature,low,inland,indian,couple,car,hotel,62,0,medium,Bizerte
65,male,arab,Hammamet,cultural,low,south,african,friends,plane,resort,59,1,medium,Kairouan
49,female,tunisian,Tabarka,nature,low,desert,african,family,plane,resort,68,1,medium,Douz
57,female,tunisian,Djerba,adventure,high,coastal,tunisian,couple,plane,resort,368,0,high,Tozeur
21,male,tunisian,Gabes,adventure,low,desert,tunisian,friends,car,hotel,47,1,high,Douz
60,female,arab,Sousse,luxury,low,south,middle_eastern,solo,plane,resort,72,0,high,Gabes
32,male,tunisian,Kairouan,cultural,medium,north,european,family,car,resort,150,1,medium,Tunis
34,female,other,Hammamet,cultural,high,south,tunisian,solo,car,airbnb,350,0,medium,Sfax
34,male,tunisian,Kairouan,nature,low,south,african,friends,car,hostel,81,1,medium,Tabarka
18,male,other,Sfax,adventure,high,south,american,family,car,hotel,285,1,high,Gabes
18,female,european,Sfax,adventure,medium,north,indian,family,car,resort,132,1,high,Sousse
41,female,african,Mahdia,cultural,medium,north,tunisian,friends,plane,resort,120,1,medium,Sfax
55,male,european,Gabes,luxury,medium,coastal,middle_eastern,family,public,hotel,154,1,high,Sousse
53,male,african,Hammamet,nature,high,inland,mediterranean,solo,public,airbnb,329,0,medium,Tabarka
66,male,european,Bizerte,nature,low,inland,tunisian,solo,public,resort,50,0,medium,Tabarka
63,male,african,Tozeur,luxury,high,north,middle_eastern,family,public,hotel,323,1,high,Tozeur
48,male,african,Sfax,luxury,low,inland,indian,friends,car,airbnb,60,1,high,Hammamet
47,female,other,Tabarka,cultural,high,desert,tunisian,couple,car,hostel,254,0,medium,Tozeur
58,female,european,Sousse,cultural,high,inland,american,friends,plane,hostel,209,1,medium,Sfax
18,female,european,Djerba,nature,high,south,middle_eastern,family,car,airbnb,202,1,medium,Bizerte
21,female,tunisian,Tunis,adventure,medium,north,indian,couple,plane,resort,149,0,high,Hammamet
50,female,african,Hammamet,cultural,low,south,asian,solo,car,hostel,53,0,medium,Sfax
54,female,tunisian,Douz,nature,high,south,asian,couple,public,airbnb,382,0,medium,Tabarka
26,female,african,Hammamet,party,low,coastal,tunisian,couple,plane,airbnb,52,0,high,Hammamet
42,female,other,Mahdia,party,medium,desert,tunisian,couple,car,hotel,122,0,high,Douz
51,male,tunisian,Kairouan,relaxation,medium,inland,middle_eastern,friends,plane,resort,127,1,low,Kairouan
21,female,african,Hammamet,luxury,high,inland,mediterranean,family,car,hostel,301,1,high,Tunis
27,male,arab,Tunis,relaxation,medium,inland,middle_eastern,family,car,resort,113,1,low,Tunis
51,female,european,Bizerte,cultural,medium,south,european,family,car,hotel,163,1,medium,Kairouan
51,female,other,Sfax,nature,low,coastal,mediterranean,solo,public,hotel,60,0,medium,Bizerte
21,female,other,Hammamet,nature,low,south,tunisian,solo,car,hotel,74,0,medium,Tabarka
49,female,other,Mahdia,nature,medium,desert,tunisian,friends,public,resort,171,1,medium,Tozeur
28,female,african,Kairouan,luxury,medium,coastal,indian,friends,car,resort,178,1,high,Sousse
46,male,arab,Gabes,cultural,medium,inland,asian,solo,plane,resort,100,0,medium,Sfax
25,female,other,Mahdia,relaxation,medium,coastal,middle_eastern,family,car,airbnb,123,1,low,Djerba
21,male,arab,Tunis,cultural,medium,north,middle_eastern,solo,car,resort,114,0,medium,Tunis
52,male,african,Djerba,luxury,high,coastal,tunisian,friends,public,hostel,287,1,high,Hammamet
21,female,european,Hammamet,luxury,medium,north,mediterranean,couple,car,resort,167,0,high,Kairouan
21,female,other,Sfax,adventure,high,inland,european,couple,car,resort,311,0,high,Sfax
18,male,other,Gabes,party,medium,coastal,middle_eastern,friends,plane,hostel,140,1,high,Sousse
45,male,other,Tabarka,adventure,high,south,european,couple,car,hotel,354,0,high,Sfax
52,female,tunisian,Tozeur,relaxation,high,coastal,middle_eastern,couple,public,hotel,236,0,low,Djerba
37,female,tunisian,Gabes,nature,medium,desert,mediterranean,couple,car,resort,127,0,medium,Douz
62,male,other,Tabarka,nature,medium,north,african,friends,car,airbnb,173,1,medium,Tabarka
51,male,arab,Kairouan,cultural,medium,north,african,friends,public,hostel,127,1,medium,Kairouan
63,female,european,Djerba,cultural,high,south,middle_eastern,friends,car,resort,275,1,medium,Kairouan
45,male,european,Hammamet,cultural,low,south,asian,family,public,airbnb,56,1,medium,Kairouan
29,male,other,Tunis,relaxation,medium,coastal,european,friends,public,hotel,122,1,low,Djerba
19,male,african,Bizerte,relaxation,medium,desert,mediterranean,family,public,hostel,160,1,low,Tozeur
35,male,african,Tozeur,adventure,low,coastal,mediterranean,family,public,hostel,74,1,high,Sousse
24,male,african,Sfax,nature,high,south,tunisian,family,public,resort,220,1,medium,Tabarka
40,male,tunisian,Tozeur,adventure,medium,inland,middle_eastern,family,public,resort,108,1,high,Tunis
43,male,european,Sousse,nature,low,north,mediterranean,friends,public,airbnb,73,1,medium,Bizerte
68,male,other,Kairouan,cultural,low,desert,european,couple,plane,resort,68,0,medium,Douz
48,female,african,Kairouan,relaxation,low,north,european,friends,plane,hotel,44,1,low,Kairouan
68,male,european,Tunis,adventure,low,coastal,indian,friends,public,airbnb,56,1,high,Hammamet
27,female,european,Bizerte,luxury,high,south,asian,family,car,hotel,200,1,high,Gabes
38,female,african,Sousse,party,high,south,tunisian,couple,plane,airbnb,379,0,high,Sfax
69,male,tunisian,Gabes,nature,medium,south,indian,solo,plane,hostel,108,0,medium,Bizerte
63,male,european,Djerba,party,low,desert,asian,family,plane,hostel,84,1,high,Douz
18,female,arab,Sousse,party,high,coastal,indian,family,public,hostel,273,1,high,Hammamet
49,male,european,Hammamet,relaxation,medium,inland,european,family,public,hotel,124,1,low,Tabarka
29,female,african,Bizerte,relaxation,high,desert,indian,friends,car,hotel,333,1,low,Tozeur
43,male,tunisian,Kairouan,adventure,low,north,tunisian,friends,public,hostel,79,1,high,Djerba
48,female,european,Mahdia,luxury,high,coastal,american,friends,plane,hotel,248,1,high,Hammamet
44,female,arab,Kairouan,adventure,medium,south,indian,friends,public,hostel,174,1,high,Sfax
36,male,arab,Sousse,nature,high,coastal,european,family,car,resort,312,1,medium,Tabarka
31,male,tunisian,Bizerte,party,low,south,african,couple,car,resort,90,0,high,Gabes
57,female,african,Sfax,luxury,low,inland,mediterranean,friends,public,hotel,76,1,high,Sfax
25,male,arab,Mahdia,party,medium,south,tunisian,solo,plane,airbnb,173,0,high,Gabes
44,female,african,Gabes,luxury,low,desert,asian,friends,public,hotel,75,1,high,Douz
45,female,tunisian,Mahdia,relaxation,high,desert,indian,couple,public,hotel,371,0,low,Douz
22,female,tunisian,Hammamet,nature,medium,south,mediterranean,family,plane,hostel,127,1,medium,Tabarka
33,male,european,Kairouan,adventure,high,coastal,middle_eastern,solo,car,hotel,317,0,high,Douz
48,male,tunisian,Douz,luxury,medium,coastal,african,solo,car,hotel,140,0,high,Hammamet
44,male,other,Douz,adventure,high,desert,indian,friends,public,airbnb,385,1,high,Douz
18,female,european,Tunis,nature,medium,inland,asian,family,public,hotel,115,1,medium,Bizerte
60,female,tunisian,Gabes,party,high,north,mediterranean,solo,car,airbnb,275,0,high,Sousse
22,male,tunisian,Mahdia,relaxation,low,north,asian,couple,plane,airbnb,90,0,low,Djerba
44,female,other,Sousse,luxury,low,desert,mediterranean,solo,car,hotel,55,0,high,Douz
23,male,african,Tabarka,luxury,high,south,tunisian,family,car,hostel,318,1,high,Sfax
63,female,other,Douz,luxury,high,desert,asian,solo,car,airbnb,298,0,high,Tozeur
65,male,arab,Mahdia,party,high,coastal,american,family,public,hostel,342,1,high,Hammamet
61,female,tunisian,Tabarka,relaxation,medium,north,asian,solo,plane,hotel,125,0,low,Mahdia
66,male,arab,Tozeur,adventure,high,south,middle_eastern,friends,plane,hotel,334,1,high,Gabes
22,female,tunisian,Djerba,party,high,desert,tunisian,family,public,airbnb,247,1,high,Douz
63,male,european,Kairouan,cultural,low,desert,mediterranean,solo,car,hotel,65,0,medium,Douz
64,male,arab,Tabarka,cultural,high,desert,tunisian,family,public,resort,289,1,medium,Douz
25,female,european,Bizerte,adventure,medium,south,african,family,public,resort,110,1,high,Gabes
49,male,tunisian,Mahdia,adventure,high,north,mediterranean,couple,public,hotel,213,0,high,Tunis
50,female,european,Douz,luxury,high,south,european,couple,public,hostel,265,0,high,Gabes
39,male,african,Tozeur,party,low,south,african,family,public,resort,63,1,high,Sfax
58,male,arab,Tunis,adventure,high,north,african,solo,car,resort,300,0,high,Hammamet
67,female,tunisian,Douz,luxury,low,coastal,middle_eastern,couple,car,resort,82,0,high,Mahdia
24,female,european,Mahdia,relaxation,low,north,asian,solo,car,hostel,61,0,low,Mahdia
67,female,african,Sousse,adventure,medium,desert,asian,couple,public,airbnb,144,0,high,Tozeur
68,male,european,Tunis,cultural,low,north,european,solo,car,resort,43,0,medium,Sfax
65,male,african,Hammamet,party,medium,south,mediterranean,solo,plane,airbnb,177,0,high,Gabes
60,male,european,Mahdia,adventure,low,north,indian,solo,car,hotel,56,0,high,Douz
25,male,african,Tabarka,luxury,medium,inland,african,family,public,hostel,120,1,high,Sfax
29,female,african,Gabes,adventure,medium,desert,middle_eastern,friends,plane,airbnb,158,1,high,Douz
53,male,african,Sfax,adventure,low,inland,european,family,plane,resort,79,1,high,Gabes
21,male,other,Tabarka,adventure,high,inland,american,family,car,resort,335,1,high,Gabes
57,female,arab,Tunis,adventure,medium,north,european,couple,car,hostel,166,0,high,Hammamet
61,male,arab,Tozeur,party,high,south,american,couple,plane,hostel,274,0,high,Sfax
32,male,african,Tunis,adventure,low,north,indian,solo,plane,resort,68,0,high,Tunis
51,female,african,Tabarka,nature,high,coastal,african,family,public,hotel,277,1,medium,Tabarka
32,female,european,Tozeur,nature,medium,coastal,american,family,car,hostel,180,1,medium,Tabarka
47,female,european,Bizerte,relaxation,high,desert,european,friends,plane,hotel,282,1,low,Tozeur
40,female,arab,Djerba,adventure,high,coastal,mediterranean,solo,public,resort,291,0,high,Tozeur
19,male,tunisian,Djerba,party,high,north,indian,solo,public,airbnb,328,0,high,Mahdia
68,female,tunisian,Mahdia,nature,medium,south,american,friends,car,hotel,136,1,medium,Bizerte
57,female,european,Kairouan,luxury,high,desert,mediterranean,couple,public,hostel,291,0,high,Tozeur
36,female,european,Tunis,nature,high,south,american,couple,public,airbnb,399,0,medium,Bizerte
60,male,african,Gabes,party,high,desert,tunisian,friends,plane,airbnb,219,1,high,Tozeur
23,male,arab,Djerba,relaxation,low,desert,tunisian,friends,public,hotel,73,1,low,Tozeur
50,male,arab,Tunis,luxury,low,south,european,friends,plane,airbnb,76,1,high,Sfax
23,male,african,Tozeur,adventure,high,coastal,middle_eastern,couple,plane,airbnb,317,0,high,Sousse
20,male,african,Tozeur,luxury,high,coastal,european,friends,public,hotel,382,1,high,Mahdia
50,female,european,Douz,cultural,low,desert,tunisian,friends,car,airbnb,66,1,medium,Douz
26,female,african,Sfax,party,high,coastal,asian,family,public,resort,334,1,high,Sousse
54,female,arab,Hammamet,cultural,high,south,middle_eastern,couple,car,hostel,244,0,medium,Sfax
22,male,other,Hammamet,relaxation,low,inland,asian,friends,public,airbnb,45,1,low,Sousse
46,female,arab,Djerba,luxury,high,inland,asian,solo,public,hotel,274,0,high,Mahdia
63,female,european,Mahdia,luxury,low,coastal,european,friends,plane,hotel,90,1,high,Djerba
53,female,other,Tozeur,adventure,high,inland,asian,couple,car,airbnb,273,0,high,Kairouan
26,male,other,Bizerte,adventure,high,south,american,friends,car,hotel,342,1,high,Gabes
30,male,african,Mahdia,cultural,high,inland,asian,couple,car,airbnb,236,0,medium,Sfax
64,male,tunisian,Hammamet,cultural,medium,desert,american,solo,public,airbnb,174,0,medium,Douz
18,male,european,Sousse,party,medium,north,mediterranean,solo,public,airbnb,169,0,high,Djerba
48,male,tunisian,Tunis,relaxation,high,coastal,european,solo,public,hotel,220,0,low,Mahdia
67,male,african,Mahdia,party,high,inland,asian,family,car,resort,370,1,high,Douz
45,male,other,Sfax,cultural,low,desert,tunisian,couple,plane,airbnb,64,0,medium,Douz
35,male,arab,Bizerte,party,high,inland,tunisian,family,plane,resort,246,1,high,Bizerte
46,female,european,Sousse,party,low,desert,indian,couple,plane,hotel,76,0,high,Tozeur
32,male,european,Tunis,party,low,coastal,european,family,car,resort,49,1,high,Hammamet
38,female,other,Tozeur,luxury,low,inland,indian,solo,car,resort,44,0,high,Douz
57,female,other,Mahdia,relaxation,high,north,european,solo,car,hostel,208,0,low,Hammamet
27,male,african,Kairouan,party,low,desert,indian,solo,public,hotel,49,0,high,Douz
36,male,arab,Kairouan,cultural,low,desert,african,solo,plane,airbnb,53,0,medium,Douz
32,male,tunisian,Tozeur,relaxation,medium,desert,indian,family,public,hostel,171,1,low,Tozeur
42,female,european,Djerba,luxury,medium,south,tunisian,friends,public,hotel,104,1,high,Gabes
37,male,arab,Bizerte,relaxation,high,coastal,american,couple,car,hostel,222,0,low,Mahdia
50,male,arab,Douz,relaxation,medium,south,indian,solo,car,hostel,161,0,low,Sfax
38,female,european,Mahdia,luxury,medium,north,mediterranean,friends,car,hostel,149,1,high,Tunis
48,male,other,Douz,cultural,low,desert,indian,couple,car,airbnb,56,0,medium,Douz
18,male,tunisian,Gabes,adventure,high,south,mediterranean,friends,plane,resort,261,1,high,Sfax
35,female,other,Douz,cultural,medium,desert,tunisian,family,plane,airbnb,172,1,medium,Douz
30,male,european,Sousse,cultural,high,inland,tunisian,couple,public,airbnb,240,0,medium,Tunis
53,female,tunisian,Hammamet,luxury,high,north,european,couple,car,airbnb,278,0,high,Hammamet
33,female,tunisian,Kairouan,luxury,low,south,tunisian,friends,car,hostel,70,1,high,Gabes
51,male,tunisian,Kairouan,nature,low,north,middle_eastern,friends,plane,airbnb,67,1,medium,Tabarka
67,male,arab,Tunis,cultural,medium,inland,american,couple,car,hostel,159,0,medium,Kairouan
24,male,tunisian,Tunis,party,high,desert,european,family,plane,hotel,360,1,high,Tozeur
68,female,arab,Tunis,nature,high,north,asian,couple,public,airbnb,219,0,medium,Tabarka
21,female,tunisian,Gabes,luxury,high,south,mediterranean,family,plane,airbnb,262,1,high,Sfax
41,male,african,Gabes,adventure,high,inland,african,solo,plane,airbnb,304,0,high,Tunis
56,female,african,Djerba,relaxation,low,desert,asian,family,plane,hotel,58,1,low,Douz
60,female,arab,Tabarka,luxury,low,north,mediterranean,family,car,hotel,85,1,high,Hammamet
62,female,european,Tozeur,cultural,low,desert,african,couple,plane,hotel,48,0,medium,Douz
18,female,other,Sfax,adventure,low,south,tunisian,friends,plane,hostel,47,1,high,Sfax
44,male,arab,Douz,cultural,medium,coastal,european,family,plane,resort,111,1,medium,Kairouan
31,male,other,Mahdia,relaxation,medium,coastal,asian,family,car,airbnb,125,1,low,Sousse
59,female,arab,Bizerte,nature,medium,north,tunisian,family,plane,airbnb,133,1,medium,Tabarka
32,male,other,Tozeur,party,high,south,african,family,car,hotel,269,1,high,Sfax
20,female,european,Bizerte,relaxation,high,south,indian,family,public,hostel,210,1,low,Sfax
48,female,tunisian,Gabes,luxury,high,inland,african,couple,plane,hostel,334,0,high,Hammamet
38,male,arab,Bizerte,adventure,low,south,american,couple,car,resort,81,0,high,Gabes
55,female,other,Hammamet,nature,medium,inland,mediterranean,family,public,resort,152,1,medium,Tabarka
21,female,african,Tabarka,cultural,low,desert,american,family,car,airbnb,77,1,medium,Tozeur
60,male,arab,Sousse,relaxation,low,south,indian,couple,car,hotel,87,0,low,Sfax
51,female,arab,Sfax,cultural,high,inland,asian,friends,public,hostel,270,1,medium,Tunis
30,male,arab,Sousse,relaxation,low,north,european,solo,plane,airbnb,43,0,low,Hammamet
47,female,european,Gabes,nature,medium,inland,indian,solo,public,airbnb,100,0,medium,Bizerte
33,male,tunisian,Mahdia,luxury,high,coastal,asian,family,public,hostel,306,1,high,Mahdia
31,female,other,Tunis,adventure,high,coastal,african,family,plane,airbnb,203,1,high,Bizerte
27,male,other,Bizerte,adventure,high,north,middle_eastern,solo,car,hostel,206,0,high,Sfax
28,male,african,Gabes,nature,medium,coastal,middle_eastern,solo,public,hotel,153,0,medium,Bizerte
46,female,other,Sousse,luxury,medium,south,asian,solo,public,airbnb,170,0,high,Gabes
39,male,african,Tabarka,cultural,high,north,indian,friends,plane,resort,394,1,medium,Tunis
57,female,other,Tunis,party,high,inland,indian,friends,car,hotel,352,1,high,Tabarka
55,male,european,Tabarka,cultural,medium,coastal,middle_eastern,solo,car,hostel,104,0,medium,Sfax
52,male,other,Djerba,adventure,medium,south,middle_eastern,friends,plane,hotel,157,1,high,Gabes
38,male,african,Mahdia,relaxation,medium,desert,asian,solo,plane,hotel,113,0,low,Tozeur
37,female,other,Tunis,nature,low,south,mediterranean,couple,public,airbnb,71,0,medium,Bizerte
56,male,european,Sousse,luxury,low,inland,indian,solo,plane,hotel,43,0,high,Djerba
52,male,other,Tunis,party,medium,desert,mediterranean,friends,plane,hostel,108,1,high,Tozeur
37,female,african,Douz,luxury,low,inland,tunisian,solo,plane,resort,65,0,high,Djerba
45,female,arab,Tunis,party,low,south,middle_eastern,family,car,hostel,74,1,high,Sfax
63,male,other,Tabarka,relaxation,medium,desert,mediterranean,couple,car,resort,126,0,low,Tozeur
41,female,african,Mahdia,luxury,low,north,tunisian,couple,plane,airbnb,47,0,high,Mahdia
25,female,other,Tozeur,nature,medium,north,mediterranean,family,public,hotel,130,1,medium,Bizerte
49,male,african,Sfax,party,low,south,american,couple,plane,hotel,85,0,high,Sfax
38,female,african,Djerba,party,medium,inland,indian,couple,car,airbnb,148,0,high,Mahdia
26,male,african,Mahdia,adventure,high,desert,mediterranean,solo,car,airbnb,338,0,high,Tozeur
26,female,arab,Bizerte,cultural,medium,inland,indian,couple,car,resort,140,0,medium,Sfax
20,male,arab,Tozeur,luxury,medium,coastal,european,couple,car,airbnb,124,0,high,Mahdia
42,female,arab,Sousse,party,low,desert,asian,friends,plane,airbnb,78,1,high,Douz
50,male,tunisian,Kairouan,relaxation,high,coastal,middle_eastern,couple,public,hotel,213,0,low,Hammamet
51,female,european,Mahdia,adventure,low,north,indian,family,plane,airbnb,84,1,high,Djerba
23,male,other,Bizerte,nature,medium,coastal,mediterranean,solo,car,airbnb,111,0,medium,Bizerte
63,male,other,Sfax,relaxation,medium,desert,indian,couple,public,resort,124,0,low,Tozeur
33,male,arab,Mahdia,party,medium,north,american,couple,plane,airbnb,126,0,high,Djerba
68,female,african,Mahdia,nature,medium,south,european,family,plane,hostel,173,1,medium,Tabarka
44,female,tunisian,Kairouan,adventure,low,coastal,asian,couple,car,hostel,49,0,high,Douz
52,female,tunisian,Tabarka,adventure,medium,desert,asian,friends,plane,hostel,169,1,high,Douz
53,female,arab,Tunis,nature,medium,inland,european,friends,plane,hotel,143,1,medium,Bizerte
67,female,african,Kairouan,adventure,medium,north,mediterranean,solo,plane,resort,123,0,high,Bizerte
33,female,european,Sousse,luxury,low,coastal,african,couple,car,hostel,59,0,high,Sousse
28,male,arab,Bizerte,party,high,south,indian,couple,plane,airbnb,296,0,high,Gabes
53,male,other,Mahdia,relaxation,medium,desert,american,couple,car,hostel,127,0,low,Tozeur
67,female,tunisian,Hammamet,party,low,coastal,asian,friends,plane,hotel,69,1,high,Sousse
31,male,tunisian,Mahdia,relaxation,medium,south,tunisian,solo,plane,airbnb,170,0,low,Gabes
30,male,arab,Bizerte,luxury,low,south,african,friends,plane,resort,84,1,high,Sfax
47,female,other,Djerba,luxury,low,north,african,family,public,hotel,53,1,high,Bizerte
24,female,other,Gabes,luxury,low,inland,indian,couple,car,hostel,80,0,high,Tunis
59,male,other,Tozeur,luxury,high,inland,middle_eastern,family,car,hotel,388,1,high,Hammamet
28,male,arab,Djerba,nature,medium,north,mediterranean,friends,public,hostel,115,1,medium,Tabarka
48,male,european,Mahdia,relaxation,medium,inland,middle_eastern,friends,public,resort,116,1,low,Douz
54,female,tunisian,Tabarka,luxury,medium,desert,indian,couple,public,hostel,173,0,high,Douz
65,female,other,Sfax,luxury,high,south,middle_eastern,solo,car,hotel,330,0,high,Gabes
69,male,other,Bizerte,relaxation,high,north,indian,family,car,hostel,383,1,low,Gabes
29,female,tunisian,Tozeur,cultural,high,coastal,american,solo,public,resort,347,0,medium,Sfax
35,female,tunisian,Tozeur,party,high,coastal,tunisian,family,plane,airbnb,240,1,high,Sousse
65,male,tunisian,Tabarka,luxury,low,south,american,family,public,hotel,50,1,high,Sfax
32,female,african,Sousse,luxury,low,inland,american,couple,car,hostel,81,0,high,Douz
25,male,african,Sfax,adventure,high,south,american,solo,car,hotel,339,0,high,Gabes
37,female,african,Sfax,party,high,south,asian,family,public,hotel,234,1,high,Gabes
22,male,other,Mahdia,nature,high,south,european,friends,public,hotel,223,1,medium,Bizerte
56,female,european,Kairouan,party,medium,desert,european,friends,car,resort,173,1,high,Tozeur
62,female,african,Tabarka,nature,high,north,indian,family,public,resort,377,1,medium,Tabarka
38,female,arab,Sfax,relaxation,low,inland,tunisian,couple,plane,airbnb,80,0,low,Djerba
27,female,other,Tunis,luxury,medium,south,middle_eastern,friends,car,resort,134,1,high,Sfax
56,female,other,Tabarka,party,high,coastal,asian,solo,car,hostel,265,0,high,Hammamet
28,male,tunisian,Sfax,luxury,medium,desert,middle_eastern,friends,public,hostel,149,1,high,Douz
68,male,european,Hammamet,adventure,medium,desert,indian,family,plane,hotel,123,1,high,Tozeur
29,female,tunisian,Sousse,relaxation,low,desert,american,couple,plane,airbnb,72,0,low,Tozeur
53,male,other,Bizerte,luxury,medium,south,american,solo,car,airbnb,131,0,high,Gabes
54,female,european,Kairouan,party,low,inland,european,friends,car,hostel,43,1,high,Sfax
46,female,european,Douz,relaxation,low,desert,african,couple,car,hostel,83,0,low,Tozeur
58,male,other,Gabes,party,high,inland,tunisian,couple,public,hostel,315,0,high,Tabarka
42,male,other,Gabes,adventure,medium,north,european,friends,car,hostel,127,1,high,Tunis
53,female,arab,Tabarka,luxury,low,north,european,solo,car,hotel,41,0,high,Tozeur
42,male,arab,Tunis,party,low,desert,european,solo,plane,hotel,85,0,high,Tozeur
66,female,african,Kairouan,nature,low,coastal,tunisian,solo,plane,hotel,75,0,medium,Tabarka
34,male,arab,Tabarka,relaxation,medium,inland,african,family,car,hotel,169,1,low,Douz
47,female,tunisian,Mahdia,cultural,low,coastal,european,solo,plane,airbnb,79,0,medium,Tunis
63,female,tunisian,Douz,cultural,low,inland,asian,couple,car,hotel,64,0,medium,Tunis
53,female,arab,Hammamet,luxury,medium,coastal,asian,friends,car,hostel,147,1,high,Djerba
57,male,arab,Mahdia,luxury,low,inland,middle_eastern,friends,car,resort,58,1,high,Tabarka
25,male,european,Douz,cultural,high,inland,american,couple,plane,hotel,377,0,medium,Tunis
44,male,european,Bizerte,cultural,high,north,indian,solo,car,airbnb,220,0,medium,Kairouan
18,female,other,Hammamet,party,high,inland,asian,solo,public,resort,246,0,high,Tozeur
50,female,european,Kairouan,adventure,low,south,tunisian,solo,plane,hostel,61,0,high,Sfax
37,male,european,Tozeur,relaxation,low,north,asian,solo,car,resort,59,0,low,Hammamet
69,male,european,Djerba,cultural,low,inland,african,solo,public,airbnb,44,0,medium,Tunis
25,female,other,Bizerte,relaxation,low,inland,asian,family,public,airbnb,83,1,low,Djerba
44,male,other,Tozeur,cultural,high,coastal,tunisian,couple,public,hostel,252,0,medium,Kairouan
47,male,african,Tozeur,nature,high,south,american,couple,car,hostel,349,0,medium,Bizerte
37,male,other,Sousse,relaxation,high,coastal,european,family,car,resort,359,1,low,Hammamet
33,male,african,Djerba,party,medium,north,african,friends,public,resort,168,1,high,Tunis
32,male,african,Hammamet,party,low,coastal,asian,family,public,airbnb,84,1,high,Hammamet
53,male,arab,Gabes,nature,low,desert,african,friends,plane,resort,78,1,medium,Tozeur
65,female,tunisian,Tozeur,nature,medium,north,european,friends,plane,hotel,146,1,medium,Bizerte
51,male,african,Djerba,party,medium,coastal,middle_eastern,family,plane,hostel,173,1,high,Sousse
25,female,arab,Bizerte,nature,medium,north,tunisian,couple,plane,airbnb,118,0,medium,Tabarka
54,male,other,Hammamet,nature,high,south,american,couple,car,resort,237,0,medium,Bizerte
58,female,arab,Gabes,cultural,medium,south,european,family,public,hostel,178,1,medium,Sfax
34,male,arab,Gabes,adventure,high,inland,european,family,plane,hostel,219,1,high,Douz
18,male,arab,Hammamet,party,high,coastal,middle_eastern,family,plane,resort,314,1,high,Sousse
44,female,african,Sousse,adventure,low,north,mediterranean,friends,plane,airbnb,63,1,high,Bizerte
68,female,arab,Tabarka,party,medium,desert,tunisian,solo,plane,airbnb,175,0,high,Tozeur
27,female,european,Sousse,luxury,medium,north,american,solo,car,hostel,122,0,high,Djerba
50,female,african,Sousse,luxury,medium,desert,american,family,car,airbnb,143,1,high,Douz
60,male,african,Tozeur,nature,medium,south,asian,couple,public,airbnb,163,0,medium,Bizerte
52,female,african,Tozeur,cultural,medium,coastal,asian,friends,public,hostel,130,1,medium,Sfax
44,female,other,Kairouan,cultural,low,inland,european,solo,car,resort,61,0,medium,Kairouan
18,male,arab,Sousse,adventure,high,desert,african,solo,car,airbnb,399,0,high,Tozeur
43,female,european,Tozeur,nature,high,desert,european,family,public,resort,359,1,medium,Douz
39,male,other,Gabes,luxury,high,desert,asian,friends,public,hotel,297,1,high,Douz
25,male,other,Gabes,luxury,high,north,middle_eastern,friends,car,hostel,394,1,high,Douz
23,female,other,Tabarka,adventure,high,desert,asian,solo,plane,hostel,357,0,high,Tozeur
53,female,arab,Gabes,luxury,high,desert,asian,family,public,airbnb,349,1,high,Tozeur
62,male,european,Tozeur,adventure,high,south,mediterranean,friends,public,airbnb,313,1,high,Sfax
